# /home/bioflora/allopolyploids/scripts/_bootstrap_label_stats.pl iqtree_boottrees_100_random_congruent_round_2_concatenate/ 0

100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	75	1	10	14	0	0	0	0	0	100
100491_c34465_g2_i3_chr2-3473594-3481990--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	37	37	16	10	0	0	0	0	0	100
100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	88	9	3	0	0	0	0	0	0	100
100870_c36848_g2_i3_Bd1-25321428-25324580-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_B.fna.boottrees	Bboi_B	39	61	0	0	0	0	0	0	0	100
101731_c34879_g1_i1_chr1-8974676-8980373-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	78	0	22	0	0	0	0	0	0	100
102348_c17293_g1_i2_chr2-29961144-29965947-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_A.fna.boottrees	Bboi_A	100	0	0	0	0	0	0	0	0	100
102348_c17293_g1_i2_chr2-29961144-29965947-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	98	2	0	0	0	0	0	0	0	100
103297_c30760_g1_i1_chr4-31914007-31923932--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	91	0	9	0	0	0	0	0	0	100
104089_c32175_g1_i1_chr6-5832427-5841848--.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_A.fna.boottrees	Bboi_A	50	6	43	1	0	0	0	0	0	100
104173_c36217_g3_i3_chr4-28762349-28764224-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_A.fna.boottrees	Bret_A	89	5	6	0	0	0	0	0	0	100
104260_c24970_g1_i2_chr5-11533831-11538571--.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_B.fna.boottrees	Bboi_B	54	28	18	0	0	0	0	0	0	100
104260_c24970_g1_i2_chr5-11533831-11538571--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_B.fna.boottrees	Bmex_B	45	25	30	0	0	0	0	0	0	100
104400_c33367_g1_i4_chr2-4546497-4550156-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_E.fna.boottrees	Bboi_E	74	0	12	2	12	0	0	0	0	100
104658_c24006_g1_i1_chr1-9660022-9664733--.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_A.fna.boottrees	Bboi_A	100	0	0	0	0	0	0	0	0	100
105249_c36817_g1_i8_chr3-18132855-18139708-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	60	17	15	8	0	0	0	0	0	100
105728_c31115_g1_i2_chr2-35978548-35984354-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_A.fna.boottrees	Bboi_A	100	0	0	0	0	0	0	0	0	100
105728_c31115_g1_i2_chr2-35978548-35984354-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_A.fna.boottrees	Bret_A	58	0	20	3	19	0	0	0	0	100
105893_c35914_g1_i3_chr5-9477785-9483586-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	85	2	13	0	0	0	0	0	0	100
108571_c28305_g1_i3_chr2-8900030-8904478--.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_A.fna.boottrees	Bboi_A	99	1	0	0	0	0	0	0	0	100
108808_c28097_g1_i2_chr4-12525907-12528991-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_B.fna.boottrees	Bboi_B	90	10	0	0	0	0	0	0	0	100
109456_c31426_g2_i1_chr4-35653405-35657181--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	61	38	1	0	0	0	0	0	0	100
109471_c27285_g1_i1_chr3-23101729-23103268-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_A.fna.boottrees	Bboi_A	43	0	56	0	0	0	1	0	0	100
109471_c27285_g1_i1_chr3-23101729-23103268-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	92	0	8	0	0	0	0	0	0	100
109475_c32054_g2_i1_chr7-9945127-9946663--.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_A.fna.boottrees	Bhyb_A	83	17	0	0	0	0	0	0	0	100
109765_c35611_g2_i1_chr3-7937278-7941889--.fa.block.label.reduced.fna.trimmed.fna.extract_B422_E.fna.boottrees	B422_E	0	0	1	3	77	18	1	0	0	100
109765_c35611_g2_i1_chr3-7937278-7941889--.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_E.fna.boottrees	Bboi_E	8	17	24	1	49	0	1	0	0	100
109765_c35611_g2_i1_chr3-7937278-7941889--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	40	35	24	0	1	0	0	0	0	100
109765_c35611_g2_i1_chr3-7937278-7941889--.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_E.fna.boottrees	Bret_E	0	15	25	2	58	0	0	0	0	100
109765_c35611_g2_i1_chr3-7937278-7941889--.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_E.fna.boottrees	Brup_E	0	0	0	0	76	19	5	0	0	100
110087_c37750_g11_i1_chr3-15814654-15817742--.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_A.fna.boottrees	Bboi_A	98	0	0	1	1	0	0	0	0	100
110087_c37750_g11_i1_chr3-15814654-15817742--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	97	3	0	0	0	0	0	0	0	100
110940_c27653_g1_i3_chr4-37019053-37022599-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_C.fna.boottrees	Bboi_C	17	16	57	5	5	0	0	0	0	100
110940_c27653_g1_i3_chr4-37019053-37022599-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_C.fna.boottrees	Bmex_C	98	1	1	0	0	0	0	0	0	100
111010_c29888_g2_i2_chr8-14099431-14102553-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_B.fna.boottrees	Bboi_B	34	66	0	0	0	0	0	0	0	100
112152_c25636_g1_i1_chr9-11544903-11548531-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	97	3	0	0	0	0	0	0	0	100
113329_c32357_g1_i1_chr3-7744836-7746333-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_A.fna.boottrees	Bboi_A	42	34	24	0	0	0	0	0	0	100
113329_c32357_g1_i1_chr3-7744836-7746333-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	71	27	2	0	0	0	0	0	0	100
113329_c32357_g1_i1_chr3-7744836-7746333-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_A.fna.boottrees	Bret_A	34	28	38	0	0	0	0	0	0	100
114289_c34927_g1_i1_chr6-8739844-8746277-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_A.fna.boottrees	Bboi_A	100	0	0	0	0	0	0	0	0	100
114289_c34927_g1_i1_chr6-8739844-8746277-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	98	2	0	0	0	0	0	0	0	100
114289_c34927_g1_i1_chr6-8739844-8746277-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_A.fna.boottrees	Bret_A	100	0	0	0	0	0	0	0	0	100
114889_c32584_g1_i2_chr2-12442875-12445125--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	57	35	8	0	0	0	0	0	0	100
115440_c25708_g1_i1_chr4-15930520-15931742-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	83	17	0	0	0	0	0	0	0	100
115658_c19965_g1_i1_chr1-18688225-18691620-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_E.fna.boottrees	Bmex_E	12	0	31	0	35	7	15	0	0	100
116028_c30284_g3_i1_chr9-891903-895660-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_A.fna.boottrees	Bboi_A	91	6	2	1	0	0	0	0	0	100
116028_c30284_g3_i1_chr9-891903-895660-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	81	12	1	0	6	0	0	0	0	100
