# /home/bioflora/allopolyploids/scripts/_bootstrap_label_stats.pl iqtree_boottrees_1000_congruent_round_2_concatenate 0

# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/17.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/28.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/35.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/39.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/49.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/67.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/91.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/110.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/122.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/138.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/140.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/159.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/170.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/189.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/208.ph, remove it
100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	158	1	21	29	0	0	0	0	0	209
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100491_c34465_g2_i3_chr2-3473594-3481990--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/291.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100491_c34465_g2_i3_chr2-3473594-3481990--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/356.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100491_c34465_g2_i3_chr2-3473594-3481990--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/360.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100491_c34465_g2_i3_chr2-3473594-3481990--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/398.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100491_c34465_g2_i3_chr2-3473594-3481990--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/481.ph, remove it
100491_c34465_g2_i3_chr2-3473594-3481990--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	227	222	114	37	3	0	0	0	0	603
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/22.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/45.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/71.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/73.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/97.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/115.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/179.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/186.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/197.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/207.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/231.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/250.ph, remove it
# no new label added to iqtree_boottrees_1000_congruent_round_2_concatenate/100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees.relabelled/273.ph, remove it
